id,dishes[0],dishes[1],dishes[2],dishes[3],dishes[4],dishes[5],dishes[6],dishes[7],dishes[8],dishes[9],dishes[10],dishes[11],dishes[12],dishes[13],dishes[14],dishes[15],dishes[16],dishes[17],dishes[18],dishes[19],dishes[20],dishes[21],dishes[22],dishes[23],dishes[24],dishes[25],dishes[26],dishes[27],dishes[28],dishes[29],dishes[30],dishes[31],dishes[32],dishes[33],dishes[34],dishes[35],dishes[36],dishes[37],dishes[38],dishes[39],dishes[40],dishes[41],dishes[42],dishes[43],dishes[44],dishes[45],dishes[46],dishes[47],dishes[48],dishes[49],dishes[50],dishes[51],dishes[52],dishes[53],dishes[54],dishes[55],dishes[56],dishes[57],dishes[58],dishes[59],dishes[60],dishes[61],dishes[62],dishes[63],dishes[64],dishes[65],dishes[66],dishes[67],dishes[68],dishes[69],dishes[70],dishes[71],dishes[72],dishes[73],dishes[74],dishes[75],dishes[76],dishes[77],dishes[78],dishes[79],dishes[80],dishes[81],dishes[82],dishes[83],dishes[84],dishes[85],dishes[86],dishes[87],dishes[88],dishes[89],dishes[90],dishes[91],dishes[92],dishes[93],dishes[94],dishes[95],dishes[96],dishes[97],dishes[98],dishes[99],prices[0],prices[1],prices[2],prices[3],prices[4],prices[5],prices[6],prices[7],prices[8],prices[9],prices[10],prices[11],prices[12],prices[13],prices[14],prices[15],prices[16],prices[17],prices[18],prices[19],prices[20],prices[21],prices[22],prices[23],prices[24],prices[25],prices[26],prices[27],prices[28],prices[29],prices[30],prices[31],prices[32],prices[33],prices[34],prices[35],prices[36],prices[37],prices[38],prices[39],prices[40],prices[41],prices[42],prices[43],prices[44],prices[45],prices[46],prices[47],prices[48],prices[49],prices[50],prices[51],prices[52],prices[53],prices[54],prices[55],prices[56],prices[57],prices[58],prices[59],prices[60],prices[61],prices[62],prices[63],prices[64],prices[65],prices[66],prices[67],prices[68],prices[69],prices[70],prices[71],prices[72],prices[73],prices[74],prices[75],prices[76],prices[77],prices[78],prices[79],prices[80],prices[81],prices[82],prices[83],prices[84],prices[85],prices[86],prices[87],prices[88],prices[89],prices[90],prices[91],prices[92],prices[93],prices[94],prices[95],prices[96],prices[97],prices[98],prices[99]
75,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,8,20,36,64,148,62,25,55,169,188,74,157,9,10,89,166,108,70,113,128,68,128,105,14,170,158,118,124,73,5,88,67,68,103,147,178,175,26,96,74,145,88,132,20,92,150,8,169,67,60,150,137,182,190,18,23,61,62,130,163,27,114,178,93,187,88,175,171,187,69,188,133,8,136,178,14,168,98,70,57,142,69,51,183,26,113,133,158,192,71,11,3,195,200,29,128,25,166,107,70
76,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,190,106,142,133,32,112,1,161,101,18,81,16,119,121,35,68,104,190,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,177,183,28,79,99,153,95,42,189,185,152,181,120,97,96,74,78,69,155,16,153,171,191,156,155,72,51,72,121,182,79,95,98,33,48,116,96,105,58,84,92,53,196,121,5,191,154,41,109,178,96,190,37,116,152,123,15,36,153,37,37,64,120,48,48,91,137,128,23,185,188,124,36,39,100,197,145,91,46,67,33,25,72,159,114,22,8,40,123,195,142,36,109,174,33,138,56,104,165,150
78,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,105,185,74,118,180,187,156,20,180,167,190,152,3,156,74,48,8,39,129,8,54,110,89,83,194,177,132,141,139,24,195,93,162,54,39,55,195,25,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,56,147,171,112,80,182,21,118,109,48,190,39,55,167,84,120,84,58,24,55,17,180,5,82,77,169,116,176,188,96,23,62,148,145,165,114,56,193,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,114,125,79,120,135,138,70,84,61,190,103,65,32,94,4,9,169,64,77,105,116,158,132,17,171,51,84,41,200,57,86,119,31,45,48,28,20,21,81,20,99,70,29,15,53,86,174,93,181,181,190,140,143,40,89,51,163,197,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,192,27,92,164,85,187,189,67,110,190,51,122,152,9,140,113,69,94,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,,,,,,,,,,,,,,,,,,,,,51,34,4,33,58,187,137,139,50,134,182,43,138,126,127,18,163,24,37,156,14,81,18,25,69,108,98,80,83,34,11,88,40,135,156,67,158,74,83,53,126,66,86,82,156,195,133,170,19,29,113,170,122,137,139,89,155,112,1,101,83,18,181,50,137,101,52,161,191,145,110,47,130,52,199,44,31,83,169,195,,,,,,,,,,,,,,,,,,,,
83,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,195,21,19,50,1,133,156,76,137,38,148,69,52,161,49,100,172,143,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,178,169,11,131,53,44,61,61,6,198,142,134,117,44,29,125,115,156,192,137,128,43,185,29,90,44,97,154,65,167,142,132,155,113,82,20,3,193,26,182,151,11,78,119,48,142,171,177,144,33,94,108,117,179,8,62,181,172,16,13,92,123,157,132,18,11,132,74,199,45,131,137,45,165,96,27,59,91,160,74,174,31,88,17,134,56,84,48,133,74,132,72,34,199,50,87,148,178,131,70
85,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,Hamburger,Cheeseburger,French Fries,Chicken Nuggets,Hot Dog,Pizza,Fried Chicken,Tacos,Burritos,Sandwiches,Wraps,Donuts,Milkshakes,Ice Cream,Onion Rings,Fish and Chips,Falafel,Gyros,Poutine,Fried Rice,,,,,,,,,,,,,,,,,,,,,78,3,65,157,99,121,17,159,51,51,65,180,101,6,38,45,163,170,77,139,77,70,152,98,36,195,122,114,49,68,57,199,199,100,191,66,36,130,189,64,106,192,41,199,120,23,92,4,187,163,142,62,80,86,171,24,170,2,55,137,69,42,108,169,79,125,90,14,86,133,32,50,27,38,183,69,56,10,128,143,,,,,,,,,,,,,,,,,,,,
86,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Coffee,Tea,Orange Juice,Apple Juice,Lemonade,Iced Tea,Hot Chocolate,Milkshake,Smoothie,Coconut Water,Soda,Sparkling Water,Energy Drink,Protein Shake,Herbal Tea,Chai Latte,Espresso,Cappuccino,Frappuccino,Matcha Latte,,,,,,,,,,,,,,,,,,,,,47,7,164,90,102,82,41,160,44,18,93,103,137,193,188,69,122,26,69,7,92,195,192,100,23,118,74,33,81,78,73,172,10,86,58,127,122,28,52,27,11,22,163,127,165,97,158,94,68,61,184,106,3,22,142,197,162,9,44,43,137,92,80,167,112,83,15,67,13,3,28,115,13,100,150,94,164,155,84,115,,,,,,,,,,,,,,,,,,,,
87,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,34,185,141,9,158,176,196,148,194,174,133,64,150,175,137,57,121,195,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,89,182,76,165,174,85,183,148,15,76,42,190,32,108,146,187,181,169,163,133,31,72,182,26,105,119,2,22,196,178,187,70,77,21,103,90,141,24,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,26,173,196,87,76,46,83,115,25,81,95,50,148,135,57,158,153,82,149,111,118,48,28,56,18,107,37,120,101,155,73,185,86,199,163,33,33,124,106,6,179,168,125,35,59,151,175,47,43,86,24,5,33,110,53,78,81,177,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,Sushi,Ramen,Tempura,Sashimi,Yakitori,Udon,Tonkatsu,Miso Soup,Okonomiyaki,Gyoza,Donburi,Chawanmushi,Takoyaki,Matcha Ice Cream,Sukiyaki,Onigiri,Shabu-Shabu,Karaage,Oden,Taiyaki,Kimchi,Bulgogi,Bibimbap,Japchae,Tteokbokki,Samgyeopsal,Kimbap,Mandu,Jajangmyeon,Galbi,Sundubu-jjigae,Kimchi Fried Rice,Dak-galbi,Budae Jjigae,Gamjatang,Bossam,Gimbap,Pajeon,Mul-naengmyeon,Bibim-naengmyeon,,,,,,,,,,,,,,,,,,,,,152,167,166,157,190,10,38,37,181,81,14,186,175,152,112,160,100,37,82,8,5,5,189,18,124,31,138,56,168,30,139,182,1,110,156,101,113,13,153,117,75,77,22,97,190,120,78,127,66,106,82,40,9,30,86,35,41,191,135,14,162,43,38,118,55,69,90,54,50,191,29,10,70,178,185,190,151,38,21,7,,,,,,,,,,,,,,,,,,,,
91,Pizza Margherita,Spaghetti Carbonara,Lasagna,Risotto,Fettuccine Alfredo,Caprese Salad,Bruschetta,Tiramisu,Ravioli,Gnocchi,Panzanella,Osso Buco,Arancini,Cannoli,Minestrone Soup,Polenta,Cioppino,Prosciutto e Melone,Insalata Caprese,Panna Cotta,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,166,51,172,120,40,158,149,64,144,84,125,24,2,7,156,7,187,38,113,36,165,81,161,99,185,54,21,5,81,94,180,43,161,176,50,180,113,115,156,85,137,178,8,70,32,33,190,6,78,167,147,173,185,22,1,28,182,170,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Dosa,Idli,Vada,Sambar,Rasam,Upma,Pongal,Uttapam,Bisi Bele Bath,Lemon Rice,Coconut Chutney,Tomato Chutney,Pesarattu,Appam,Kerala Parotta,Chicken Chettinad,Hyderabadi Biryani,Masala Dosa,Mysore Masala Dosa,Rava Idli,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,108,98,162,105,3,144,119,157,50,68,180,161,192,36,198,183,153,140,7,127,148,140,110,57,13,57,21,169,5,179,192,111,89,90,66,75,155,106,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Butter Chicken,Paneer Tikka,Rogan Josh,Chole Bhature,Aloo Paratha,Dal Makhani,Tandoori Chicken,Palak Paneer,Rajma Chawal,Aloo Gobi,Chicken Biryani,Mutton Curry,Shahi Paneer,Chicken Tikka Masala,Kadai Paneer,Litti Chokha,Matar Paneer,Dum Aloo,Malai Kofta,Baingan Bharta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,7,164,25,166,42,43,38,143,97,73,128,71,113,126,143,49,147,34,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Coca-Cola,Pepsi,Sprite,Mountain Dew,Fanta,Dr. Pepper,7UP,Root Beer,Ginger Ale,Club Soda,Tonic Water,Cola Zero,Diet Coke,Lemon-Lime Soda,Orange Soda,Grape Soda,Cream Soda,Iced Coffee,Iced Tea,Bottled Water,Tacos,Burritos,Quesadillas,Enchiladas,Nachos,Guacamole,Fajitas,Chimichangas,Tamales,Churros,Carne Asada,Carnitas,Mexican Rice,Refried Beans,Salsa Verde,Pico de Gallo,Chile Rellenos,Flan,Margarita,Horchata,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,33,28,21,49,11,78,72,180,166,52,133,108,78,27,15,102,6,156,69,86,122,13,65,145,99,39,172,19,173,52,39,89,181,57,29,95,106,97,116,86,150,81,66,66,129,122,19,35,102,80,155,52,105,13,125,131,183,91,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Kung Pao Chicken,Fried Rice,Sweet and Sour Pork,Chow Mein,Spring Rolls,Dim Sum,Mapo Tofu,Peking Duck,Hot and Sour Soup,General Tso's Chicken,Beef and Broccoli,Dumplings,Orange Chicken,Szechuan Shrimp,Lo Mein,Egg Foo Young,Cashew Chicken,Mongolian Beef,Crab Rangoon,Sesame Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,32,77,36,59,183,92,132,81,181,17,90,45,131,5,127,18,6,168,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
